Epoch,Distributed Loss,Centralized Loss,Distributed Train Loss,Distributed Train Accuracy,Distributed Test Accuracy,Centralized Test Accuracy,Fit Runtime (s),Evaluate Runtime (s),Optimizer,Learning Rate,Batch Size,Clients,Sampled Clients Per Round,Evaluate Clients Per Round,LDA Alpha,BackPack Extension,Task,Model,Date
25,0.09215935447487937,0.09969010041506703,0.12369562008586622,0.8678888888888889,0.8393333333333334,0.8396,220.0,1.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
26,0.12054703019191462,0.12189829292434347,0.17956196177723652,0.8299814814814814,0.7425,0.7494,220.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
27,0.08779743816396353,0.10013296768519506,0.17070060103744505,0.8185,0.8293333333333334,0.8238,225.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
28,0.09210553104653309,0.10527487733461612,0.14582557890072392,0.8391481481481482,0.8241666666666667,0.8175,229.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
29,0.08585334615157549,0.10000587999855383,0.12673760203835416,0.8564814814814815,0.8391666666666666,0.833,226.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
30,0.1034603872275317,0.10781350878895285,0.16342813034623158,0.8354444444444444,0.7881666666666667,0.7795,226.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
32,0.10949115974079796,0.11344454352008543,0.17717102103516663,0.8084074074074074,0.7578333333333334,0.7545,226.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
33,0.09933665717591733,0.10399164199169604,0.1618470141649297,0.8204074074074074,0.787,0.7806,226.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
36,0.11585101826798112,0.13476774457455118,0.1667626551367268,0.8182407407407407,0.7773333333333333,0.7664,225.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
37,0.13324760733541138,0.13456268170229743,0.18582430609442624,0.7991481481481482,0.7468333333333333,0.7464,226.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
38,0.15369489383156543,0.17762538437866504,0.23081351668516728,0.762962962962963,0.7535,0.7558,225.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
41,0.13516783963031828,0.1439780186699726,0.2648065408090334,0.7177407407407408,0.6873333333333334,0.6853,226.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
42,0.28858818066120145,0.2879858329772949,0.350492477026509,0.5554629629629629,0.0935,0.1,226.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
43,0.2881143950621287,0.287987513923645,0.5765103356440862,0.09885185185185186,0.0935,0.1,225.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
44,0.2880689291556676,0.2879542736291885,0.5763419366103631,0.09888888888888889,0.0935,0.1,226.0,1.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
45,0.288118803024292,0.28798293225765226,0.5763399788759372,0.09809259259259259,0.0935,0.1,226.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
46,0.2881287708679835,0.2879992009162903,0.576337059798064,0.09848148148148148,0.0935,0.1,237.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
47,0.2881152374744415,0.2879824282646179,0.5763535273295862,0.0982962962962963,0.0935,0.1,229.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
48,0.28809266940752665,0.2879702172756195,0.5763412949288332,0.09927777777777778,0.0935,0.1,230.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
49,0.2881121118068695,0.2879862605571747,0.5763334442332939,0.09857407407407408,0.0935,0.1,231.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
50,0.28808622193336486,0.28796649351119996,0.5763410531768093,0.09775925925925925,0.09916666666666667,0.1,230.0,2.0,diag_mc,0.01,4,1,1,1,100.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/10-57-08
1,0.2125337376923817,0.19256808943748474,0.3884993056480768,0.4923366243535496,0.45865302642796246,0.5013,7.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
2,0.12211338022755364,0.12092902372181416,0.2559184996567859,0.6313718312437082,0.6940677966101695,0.6797,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
3,0.11039773290414338,0.1030140558809042,0.19776539655837455,0.7127480344440285,0.6904362416107382,0.7007,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
4,0.09575012667435352,0.09297802945822477,0.18674919446271115,0.7253390302805127,0.7510620220900595,0.7339,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
5,0.08757663839084061,0.08719433077126741,0.16037188988587103,0.7630904430611498,0.7637130801687764,0.7392,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
6,0.08848865208358078,0.08226157026216388,0.14904597537033476,0.7790255220417633,0.7457627118644068,0.7463,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
7,0.0846239829506086,0.07877446211129427,0.13386944597991493,0.8041266252119842,0.7481171548117155,0.7548,4.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
8,0.07643140532560552,0.07592540614418686,0.13546037381657733,0.7991829913657043,0.7739204064352244,0.7642,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
9,0.07893768207892159,0.07366668296046555,0.13520658743803182,0.8019839041736851,0.7643581081081081,0.7732,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
10,0.07031181158105794,0.07114546028673649,0.11556453715711137,0.8333020461798386,0.8123938879456706,0.7909,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
11,0.07589627607878424,0.06926189149785787,0.11499204500481687,0.8320617876989733,0.777307366638442,0.7941,5.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
12,0.06744078843941902,0.06761010355651378,0.11800833510896894,0.8208803402996117,0.8044030482641829,0.7996,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
13,0.05908333895213933,0.06660514041818678,0.1238771208722341,0.8200867719006739,0.8314606741573034,0.8018,4.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
14,0.06641625174528894,0.06553777414467185,0.1164042298133615,0.8294630564479119,0.8150337837837838,0.8025,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
15,0.06281089440790195,0.06306161101534963,0.1196960612846129,0.8205691280080519,0.8180286436394272,0.8172,4.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
16,0.07050968613119286,0.06269058830961585,0.11605413902748514,0.8273062730627306,0.80479735318445,0.8145,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
17,0.06090225159473557,0.06155397483035922,0.10258217823295453,0.8487213238059421,0.8316151202749141,0.8215,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
18,0.06040955654905639,0.059920246328786016,0.107089804544739,0.841794125926621,0.8344827586206897,0.8243,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
19,0.06592344478864878,0.0606000646179542,0.09906007469394902,0.8572503291329697,0.8112889637742208,0.8216,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
20,0.058704365191046694,0.05927866348456591,0.09993674658469083,0.8539914002617311,0.8361774744027304,0.8305,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
21,0.05980050344624944,0.05791698238868266,0.10674863699184022,0.84665670526709,0.825542570951586,0.8294,4.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
22,0.052234040819516776,0.05721870013102889,0.09828804012001098,0.8591601635079896,0.8594687232219366,0.8363,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
23,0.06527597320555427,0.056674971833080054,0.10091074548969414,0.8537497662240509,0.8208828522920204,0.8336,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
24,0.0589045209586002,0.05819209598470479,0.10001068541731423,0.8580360426627437,0.837344398340249,0.8236,5.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
25,0.054195545774454436,0.05574240659326315,0.09843204433560232,0.8561212007151595,0.8505942275042445,0.8366,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
26,0.06062622786796294,0.05492834660662338,0.09044128166095156,0.8691659566411057,0.8315171835708298,0.8354,4.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
27,0.05290061954731019,0.05378861467987299,0.09636647330265471,0.8570761326482952,0.8672945205479452,0.8439,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
28,0.051316908013058625,0.05375873717218638,0.09350535594747303,0.8602714085166121,0.8576214405360134,0.8435,5.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
29,0.056709099348793375,0.05313552723610774,0.08813926584966927,0.8762135922330098,0.8420608108108109,0.8462,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
30,0.05646805895641857,0.05488797809612006,0.08483507639459986,0.8838965452142722,0.8446519524617997,0.8362,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
31,0.04993968840146592,0.052556614753324536,0.09327150924664844,0.8683362489641838,0.8628963153384748,0.8478,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
32,0.05262767655017265,0.05222846256094053,0.09103177468674323,0.868494683827644,0.8457627118644068,0.8482,4.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
33,0.05556559740940724,0.051293139550462365,0.0921373880488638,0.8656758012076172,0.8421052631578947,0.8503,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
34,0.05166820761357192,0.05082596362121403,0.08927705500255216,0.8747783894746665,0.864592094196804,0.8535,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
35,0.05435583237531973,0.05068619124460966,0.08214775463885282,0.8835584536562645,0.8509212730318257,0.8497,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
36,0.04550290677524235,0.05031779029695317,0.07889705930542505,0.8882186616399623,0.8732876712328768,0.8524,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
37,0.05119432183220551,0.05083689601439983,0.08605661956998018,0.8773338312173263,0.854344122657581,0.8503,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
38,0.05063732298580631,0.04996998941702768,0.08729792383686397,0.8740347939343195,0.8633276740237691,0.8556,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
39,0.050799390924715984,0.04942346006995067,0.08674053065812798,0.877703206562267,0.8548387096774194,0.8552,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
40,0.04683949545440116,0.048521826634649184,0.08132962121596132,0.8851044083526682,0.860738255033557,0.8589,5.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
41,0.051543404106922375,0.04889356817314401,0.07509594868342107,0.8950051930884714,0.8583473861720068,0.8602,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
42,0.0515932323955356,0.04896066751824692,0.08643079907639031,0.876052169087041,0.8455079764903443,0.8575,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
43,0.04757810185284905,0.04811209185421467,0.0870535099586273,0.8726802695965284,0.8617200674536256,0.8595,4.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
44,0.043300276179663116,0.04826990805249661,0.08353028200995725,0.8769077034883721,0.8795900939368061,0.8603,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
45,0.04669606887244403,0.04806947568133473,0.06937136925271502,0.9028320778106227,0.8656093489148581,0.859,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
46,0.04117970404886403,0.04730001336755231,0.07461419878863472,0.8947517999242137,0.8910638297872341,0.8622,5.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
47,0.050258117211636304,0.04698595150411129,0.07695630164427558,0.8874766355140187,0.8636363636363636,0.8625,4.0,1.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
48,0.04762649614748498,0.04730586652411148,0.06800688513975137,0.904621808864003,0.8673469387755102,0.8633,4.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
49,0.040311909042760906,0.046696356694120915,0.08130268176688171,0.882125694902478,0.8789161727349704,0.8638,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
50,0.0448206791332496,0.04746493594357744,0.07939989892056022,0.8873042505592841,0.872161480235492,0.8604,5.0,0.0,sgd,0.01,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-26-32
1,0.26451941229599923,0.24389074935913085,0.26103681140868285,0.6633756464503996,0.6035805626598465,0.6116,8.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
2,0.10094786634889699,0.10078041281402111,0.21313506762934928,0.7110826393337604,0.7220338983050848,0.7319,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
3,0.08524943639339892,0.0805941542133689,0.16525557918604533,0.7700299513290902,0.7567114093959731,0.7667,6.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
4,0.07565115498317154,0.07386949942111969,0.15737103249537077,0.7797696451792681,0.7892948173322005,0.776,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
5,0.07326293947437448,0.07183777047358453,0.1394643380003488,0.7978762358110583,0.7966244725738396,0.7907,7.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
6,0.07368728351989914,0.06728638597168028,0.1287152557550305,0.8188399071925754,0.7822033898305085,0.791,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
7,0.07063501257367556,0.06483958225455135,0.1157981842365698,0.8363482193329564,0.801673640167364,0.805,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
8,0.06444890067275262,0.06400467396248131,0.11954688548358898,0.8339058583232755,0.8298052497883149,0.8104,7.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
9,0.06659340576766841,0.0620313322183676,0.11854376232688121,0.8345498783454988,0.8108108108108109,0.8168,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
10,0.05954207867266949,0.06005915965326131,0.10324662078926926,0.8612727614041674,0.8455008488964346,0.825,6.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
11,0.06490607768538349,0.05927744300961495,0.10357664579973297,0.859376471696336,0.8111769686706182,0.8276,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
12,0.05661759114776723,0.05855319895707071,0.10952381217805918,0.8464028111707046,0.8543607112616427,0.8301,6.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
13,0.050264483356736535,0.05709105512835085,0.11264646707262921,0.8421489891996676,0.8651685393258427,0.8312,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
14,0.054851794571338874,0.055848389410786334,0.10786072985601065,0.8478201009637448,0.8530405405405406,0.8355,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
15,0.05442204965556206,0.05497433688770979,0.1104480139926128,0.8396010613962851,0.8500421229991575,0.8368,7.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
16,0.062248582706231674,0.05415824106875807,0.10651954468942948,0.8501845018450185,0.8345740281224152,0.8417,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
17,0.050801283222564435,0.05419789418838918,0.09581838803628993,0.8677134261000377,0.8651202749140894,0.8441,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
18,0.051800400914474125,0.053463191490992906,0.09911880791418642,0.859528948109224,0.8594827586206897,0.8429,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
19,0.05575948495662482,0.05360670901760459,0.09329949004634507,0.872390445740079,0.8357203032855939,0.8434,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
20,0.05161573327346721,0.05240003213481977,0.09435080520959162,0.8660497289212937,0.8549488054607508,0.8452,6.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
21,0.053624419907581385,0.051377700817678125,0.09994055630595396,0.8599178184534927,0.8497495826377296,0.8478,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
22,0.04604311475181731,0.051654966806992886,0.0922532667219856,0.8681716833890747,0.8723221936589546,0.8483,6.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
23,0.05595422891744987,0.0507723623175174,0.09545940708865205,0.8674957920329156,0.8387096774193549,0.8519,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
24,0.052842930624555196,0.05196422535637393,0.09574447045729141,0.8685178374402354,0.8556016597510373,0.8476,7.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
25,0.04798684472252053,0.05026929500792175,0.0926199419386752,0.8707066905053167,0.870118845500849,0.8527,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
26,0.055612590389409355,0.04992113064881414,0.08818192067023793,0.8796743349427246,0.8440905280804694,0.8503,7.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
27,0.048001980954224616,0.049309275547228755,0.09258700862689759,0.8697804764128911,0.8827054794520548,0.8549,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
28,0.04606194747631381,0.049233088825736196,0.09126348329740926,0.872531586335985,0.8701842546063652,0.853,7.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
29,0.050555105730050065,0.0489929977176711,0.08793758532072525,0.8787341299477222,0.8555743243243243,0.8572,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
30,0.050041950437888984,0.05022651263680309,0.08411920588404771,0.8878610534264678,0.8565365025466893,0.852,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
31,0.04504252603680604,0.048884038421418516,0.09223342328807409,0.8729398766227787,0.8688946015424165,0.8556,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
32,0.0457342119804106,0.048282577432040126,0.08857385716778864,0.8767953739973885,0.8771186440677966,0.8617,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
33,0.05045931041664591,0.047837735605053604,0.09182160213576443,0.8705991639572689,0.8688387635756056,0.8628,6.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
34,0.04813670911674922,0.047791252987692136,0.08766808997921331,0.8775776803209854,0.8780487804878049,0.8633,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
35,0.05124181495622778,0.04819537268485874,0.0832079213663089,0.8857009781089893,0.8626465661641541,0.8602,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
36,0.04084586341465083,0.047407248016726224,0.08079809957491386,0.8886899151743638,0.8946917808219178,0.8631,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
37,0.04932542304832447,0.04833152358112857,0.08798246213903288,0.8769604182225541,0.8756388415672913,0.8633,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
38,0.04700989364423526,0.04676220316002146,0.08774489411008507,0.8772909107823984,0.8845500848896435,0.8653,6.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
39,0.05033985077696587,0.046966750885453074,0.08627747180409569,0.8795674869500373,0.8565365025466893,0.866,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
40,0.04629268554830768,0.046420653601409866,0.08450701080465425,0.8821345707656613,0.8657718120805369,0.8669,7.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
41,0.04788641436350832,0.04646071818643249,0.0773565190267167,0.8941554149749787,0.8743676222596964,0.8681,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
42,0.048698564068988336,0.04765174753749743,0.08734367131316326,0.8779021367126075,0.8564231738035264,0.8615,7.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
43,0.04510383813113483,0.04684793697595596,0.08804244346847727,0.8741575108484905,0.8701517706576728,0.8603,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
44,0.03889907928085552,0.04769937590537593,0.08606126565524543,0.8809956395348837,0.9043552519214346,0.8614,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
45,0.044392290408528705,0.04662024959428236,0.07252500943293931,0.9019738724134643,0.8806343906510852,0.8657,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
46,0.03906261850802347,0.046029147192230446,0.07725378071805525,0.8949412656309208,0.902127659574468,0.8699,7.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
47,0.04810035257431308,0.04532232999373227,0.08177461436244893,0.8877570093457944,0.8813131313131313,0.8698,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
48,0.04904680762771683,0.046133937225025144,0.0701273555192298,0.9068994970105343,0.8698979591836735,0.8687,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
49,0.038685773569519,0.04545171172111295,0.08438032092650949,0.8837275040045227,0.88653683319221,0.868,6.0,0.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
50,0.04251694583514404,0.045547128254221754,0.08120257891608607,0.8842281879194631,0.8898233809924306,0.8679,7.0,1.0,adam,0.001,4,100,20,20,1.0,None,FMNIST,FMNIST,/2024-03-20/15-33-21
1,0.19108134965457574,0.17420703943371774,0.3198732708670115,0.5675599435825106,0.6035805626598465,0.6172,14.0,0.0,diag_mc,0.01,4,100,20,20,1.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/15-41-39
2,0.10146713895817934,0.09949407921135425,0.22750208209030165,0.6767639791342546,0.6855932203389831,0.6971,12.0,0.0,diag_mc,0.01,4,100,20,20,1.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/15-41-39
3,0.08764308834629721,0.08269713166430592,0.1700396245939604,0.7560838637214526,0.7466442953020134,0.7602,12.0,0.0,diag_mc,0.01,4,100,20,20,1.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/15-41-39
4,0.07592599864925687,0.07438268557488918,0.1602751476095045,0.7715028794352592,0.7935429056924383,0.7776,11.0,1.0,diag_mc,0.01,4,100,20,20,1.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/15-41-39
5,0.06892580542094978,0.06872414936888963,0.1364964171199652,0.7963200292932991,0.8168776371308016,0.7988,12.0,1.0,diag_mc,0.01,4,100,20,20,1.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/15-41-39
6,0.0717619368964826,0.06529182933373377,0.12761859114182322,0.817169373549884,0.7966101694915254,0.8059,12.0,1.0,diag_mc,0.01,4,100,20,20,1.0,DiagGGNMC,FMNIST,FMNIST,/2024-03-20/15-41-39
